GUIDELINE	YEAR	STRAIN	REFERENCE_TABLE	WHONET_ORG_CODE	ANTIBIOTIC	ABX_TEST	WHONET_ABX_CODE	METHOD	GUIDELINES	MEDIUM	MINIMUM	MAXIMUM	DATE_ENTERED	DATE_MODIFIED	COMMENTS
CLSI	2019	atcc25922	Vet08 T 5A	eco	Pradofloxacin	PRA_NM	PRA	MIC	CLSI	CLSI	0.008	0.032	2021-01-01	2021-01-01	
CLSI	2019	atcc25922	Vet08 T 5A	eco	Tildipirosin	TIP_NM	TIP	MIC	CLSI	CLSI	1	8	2021-01-01	2021-01-01	
CLSI	2019	atcc27853	Vet08 T 5A	pae	Amikacin	AMK_NM	AMK	MIC	CLSI	CLSI	1	4	2021-01-01	2021-01-01	
CLSI	2019	atcc27853	Vet08 T 5A	pae	Apramycin	APR_NM	APR	MIC	CLSI	CLSI	2	16	2021-01-01	2021-01-01	
CLSI	2019	atcc27853	Vet08 T 5A	pae	Cefoperazone	CFP_NM	CFP	MIC	CLSI	CLSI	2	8	2021-01-01	2021-01-01	
CLSI	2019	atcc27853	Vet08 T 5A	pae	Cefovecin	FOV_NM	FOV	MIC	CLSI	CLSI	512	2048	2021-01-01	2021-01-01	
CLSI	2019	atcc27853	Vet08 T 5A	pae	Danofloxacin	DAN_NM	DAN	MIC	CLSI	CLSI	0.5	2	2021-01-01	2021-01-01	
CLSI	2019	atcc27853	Vet08 T 5A	pae	Marbofloxacin	MAR_NM	MAR	MIC	CLSI	CLSI	0.5	2	2021-01-01	2021-01-01	
CLSI	2019	atcc27853	Vet08 T 5A	pae	Pradofloxacin	PRA_NM	PRA	MIC	CLSI	CLSI	0.25	1	2021-01-01	2021-01-01	
CLSI	2019	atcc49619	Vet08 T 5B	spn	Amoxicillin/Clavulanic acid	AMC_NM	AMC	MIC	CLSI	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2019	atcc49619	Vet08 T 5B	spn	Ampicillin	AMP_NM	AMP	MIC	CLSI	MHB	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2019	atcc49619	Vet08 T 5B	spn	Cefovecin	FOV_NM	FOV	MIC	CLSI	MHB	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2019	atcc49619	Vet08 T 5B	spn	Cefquinome	CEQ_NM	CEQ	MIC	CLSI	MHB	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2019	atcc49619	Vet08 T 5B	spn	Ceftiofur	TIO_NM	TIO	MIC	CLSI	MHB	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2019	atcc49619	Vet08 T 5B	spn	Cephalothin	CEP_NM	CEP	MIC	CLSI	MHB	0.5	2	2021-01-01	2021-01-01	
CLSI	2019	atcc49619	Vet08 T 5B	spn	Chloramphenicol	CHL_NM	CHL	MIC	CLSI	MHB	2	8	2021-01-01	2021-01-01	
CLSI	2019	atcc49619	Vet08 T 5B	spn	Clindamycin	CLI_NM	CLI	MIC	CLSI	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2019	atcc49619	Vet08 T 5B	spn	Gamithromycin	GAM_NM	GAM	MIC	CLSI	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2019	atcc49619	Vet08 T 5B	spn	Kanamycin/Cephalexin	KAC_NM	KAC	MIC	CLSI	MHB	64	64	2021-01-01	2021-01-01	
CLSI	2019	atcc49619	Vet08 T 5B	spn	Tulathromycin	TUL_NM	TUL	MIC	CLSI	MHB	0.12	1	2021-01-01	2021-01-01	
CLSI	2019	atcc33396	Vet08 T 5B	pha	Tulathromycin	TUL_NM	TUL	MIC	CLSI	MH	2	8	2021-01-01	2021-01-01	
CLSI	2019	atcc700025	Vet08 T 5B	hso	Cefovecin	FOV_NM	FOV	MIC	CLSI	MH	0.001	0.008	2021-01-01	2021-01-01	
CLSI	2019	atcc700025	Vet08 T 5B	hso	Cefquinome	CEQ_NM	CEQ	MIC	CLSI	MH	0.002	0.008	2021-01-01	2021-01-01	
CLSI	2019	atcc700025	Vet08 T 5B	hso	Ceftiofur	TIO_NM	TIO	MIC	CLSI	MH	0.0005	0.004	2021-01-01	2021-01-01	
CLSI	2019	atcc700025	Vet08 T 5B	hso	Danofloxacin	DAN_NM	DAN	MIC	CLSI	MH	0.015	0.125	2021-01-01	2021-01-01	
CLSI	2019	atcc700025	Vet08 T 5B	hso	Enrofloxacin	ENR_NM	ENR	MIC	CLSI	MH	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2019	atcc700025	Vet08 T 5B	hso	Florfenicol	FLR_NM	FLR	MIC	CLSI	MH	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2019	atcc700025	Vet08 T 5B	hso	Gamithromycin	GAM_NM	GAM	MIC	CLSI	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2019	atcc700025	Vet08 T 5B	hso	Gentamicin	GEN_NM	GEN	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2019	atcc700025	Vet08 T 5B	hso	Marbofloxacin	MAR_NM	MAR	MIC	CLSI	MH	0.015	0.125	2021-01-01	2021-01-01	
CLSI	2019	atcc700025	Vet08 T 5B	hso	Penicillin G	PEN_NM	PEN	MIC	CLSI	MH	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2019	atcc700025	Vet08 T 5B	hso	Pradofloxacin	PRA_NM	PRA	MIC	CLSI	MH	0.004	0.032	2021-01-01	2021-01-01	
CLSI	2019	atcc700025	Vet08 T 5B	hso	Tetracycline	TCY_NM	TCY	MIC	CLSI	MH	0.12	1	2021-01-01	2021-01-01	
CLSI	2019	atcc700025	Vet08 T 5B	hso	Tildipirosin	TIP_NM	TIP	MIC	CLSI	MH	2	8	2021-01-01	2021-01-01	
CLSI	2019	atcc700025	Vet08 T 5B	hso	Tilmicosin	TIL_NM	TIL	MIC	CLSI	MH	2	16	2021-01-01	2021-01-01	
CLSI	2019	atcc700025	Vet08 T 5B	hso	Trimethoprim/Sulfamethoxazole	SXT_NM	SXT	MIC	CLSI	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2019	atcc700025	Vet08 T 5B	hso	Tulathromycin	TUL_NM	TUL	MIC	CLSI	MH	4	32	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Cefovecin	FOV_NM	FOV	MIC	CLSI	MH	0.008	0.032	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Cefquinome	CEQ_NM	CEQ	MIC	CLSI	MH	0.004	0.032	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Ceftiofur	TIO_NM	TIO	MIC	CLSI	MH	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Danofloxacin	DAN_NM	DAN	MIC	CLSI	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Enrofloxacin	ENR_NM	ENR	MIC	CLSI	MH	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Florfenicol	FLR_NM	FLR	MIC	CLSI	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Gamithromycin	GAM_NM	GAM	MIC	CLSI	MH	2	8	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Gentamicin	GEN_NM	GEN	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Marbofloxacin	MAR_NM	MAR	MIC	CLSI	MH	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Penicillin G	PEN_NM	PEN	MIC	CLSI	MH	0.12	1	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Pradofloxacin	PRA_NM	PRA	MIC	CLSI	MH	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Tetracycline	TCY_NM	TCY	MIC	CLSI	MH	0.25	2	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Tiamulin	TIA_NM	TIA	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Tildipirosin	TIP_NM	TIP	MIC	CLSI	MH	2	16	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Tilmicosin	TIL_NM	TIL	MIC	CLSI	MH	4	32	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Trimethoprim/Sulfamethoxazole	SXT_NM	SXT	MIC	CLSI	MH	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2019	atcc27090	Vet08 T 5B	apl	Tulathromycin	TUL_NM	TUL	MIC	CLSI	MH	16	64	2021-01-01	2021-01-01	
CLSI	2019	atcc25285	Vet08 T 5D	bfr	Cefovecin	FOV_NM	FOV	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2019	atcc25285	Vet08 T 5D	bfr	Ceftiofur	TIO_NM	TIO	MIC	CLSI	MH	8	64	2021-01-01	2021-01-01	
CLSI	2019	atcc25285	Vet08 T 5D	bfr	Pradofloxacin	PRA_NM	PRA	MIC	CLSI	MH	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2019	atcc29741	Vet08 T 5D	bth	Cefovecin	FOV_NM	FOV	MIC	CLSI	MH	16	64	2021-01-01	2021-01-01	
CLSI	2019	atcc29741	Vet08 T 5D	bth	Ceftiofur	TIO_NM	TIO	MIC	CLSI	MH	32	128	2021-01-01	2021-01-01	
CLSI	2019	atcc29741	Vet08 T 5D	bth	Pradofloxacin	PRA_NM	PRA	MIC	CLSI	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2019	atcc43055	Vet08 T 5D	ele	Pradofloxacin	PRA_NM	PRA	MIC	CLSI	Agar	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2019	atcc700057	Vet08 T 5D	cdf	Avilamycin	AVI_NM	AVI	MIC	CLSI	Agar	0.03	0.25	2021-01-01	2021-01-01	
CLSI	2019	atcc700057	Vet08 T 5D	cdf	Ceftiofur	TIO_NM	TIO	MIC	CLSI	Agar	64	512	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Cefixime	CFM_ED5	CFM	Disk	EUCAST	MH	20	26	2021-01-01	2021-01-01	
EUCST	2020	atcc35218	Table 8	eco	Ticarcillin/Clavulanic acid	TCC_EM	TCC	MIC	EUCAST	MH	8	32	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Cefepime	FEP_ED30	FEP	Disk	EUCAST	MHB+	29	35	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Cefotaxime	CTX_ED5	CTX	Disk	EUCAST	MHB+	29	35	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Cefpodoxime	CPD_ED10	CPD	Disk	EUCAST	MHB+	28	34	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Ceftibuten	CTB_ED30	CTB	Disk	EUCAST	MHB+	30	36	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Ceftriaxone	CRO_ED30	CRO	Disk	EUCAST	MHB+	33	41	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Cefuroxime	CXM_ED30	CXM	Disk	EUCAST	MHB+	25	31	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Doripenem	DOR_ED10	DOR	Disk	EUCAST	MHB+	26	32	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Ertapenem	ETP_ED10	ETP	Disk	EUCAST	MHB+	27	33	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Erythromycin	ERY_ED15	ERY	Disk	EUCAST	MHB+	12	18	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Imipenem	IPM_ED10	IPM	Disk	EUCAST	MHB+	25	31	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Levofloxacin	LVX_ED5	LVX	Disk	EUCAST	MHB+	32	38	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Meropenem	MEM_ED10	MEM	Disk	EUCAST	MHB+	28	34	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Minocycline	MNO_ED30	MNO	Disk	EUCAST	MHB+	27	33	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Moxifloxacin	MFX_ED5	MFX	Disk	EUCAST	MHB+	29	35	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Nalidixic acid	NAL_ED30	NAL	Disk	EUCAST	MHB+	27	33	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Ofloxacin	OFX_ED5	OFX	Disk	EUCAST	MHB+	30	36	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Penicillin G	PEN_ED1	PEN	Disk	EUCAST	MHB+	13	19	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Rifampicin	RIF_ED5	RIF	Disk	EUCAST	MHB+	20	26	2021-01-01	2021-01-01	
EUCST	2020	atcc49766	Table 6	hin	Amoxicillin	AMX_EM	AMX	MIC	EUCAST	MHB+	0.12	0.5	2021-01-01	2021-01-01	
EUCST	2020	atcc49766	Table 6	hin	Ampicillin/Sulbactam	SAM_EM	SAM	MIC	EUCAST	MHB+	0.06	0.25	2021-01-01	2021-01-01	
EUCST	2020	nctc8468	Table 6	hin	Trimethoprim/Sulfamethoxazole	SXT_ED1_2	SXT	Disk	EUCAST	MHB+	26	34	2021-01-01	2021-01-01	
EUCST	2020	atcc49766	Table 6	hin	Amoxicillin/Clavulanic acid	AMC_ED2	AMC	Disk	EUCAST	MHB+	16	22	2021-01-01	2021-01-01	
EUCST	2020	atcc49766	Table 6	hin	Ampicillin	AMP_ED2	AMP	Disk	EUCAST	MHB+	19	25	2021-01-01	2021-01-01	
EUCST	2020	atcc49766	Table 6	hin	Cefixime	FIX_ED5	FIX	Disk	EUCAST	MH	29	35	2021-01-01	2021-01-01	
EUCST	2020	atcc49766	Table 6	hin	Chloramphenicol	CHL_ED30	CHL	Disk	EUCAST	MHB+	31	37	2021-01-01	2021-01-01	
EUCST	2020	atcc49766	Table 6	hin	Azithromycin	AZM_EM	AZM	MIC	EUCAST	MHB+	0.5	2	2021-01-01	2021-01-01	
EUCST	2020	atcc49766	Table 6	hin	Ciprofloxacin	CIP_EM	CIP	MIC	EUCAST	MHB+	0.004	0.016	2021-01-01	2021-01-01	
EUCST	2020	atcc49766	Table 6	hin	Clarithromycin	CLR_EM	CLR	MIC	EUCAST	MHB+	4	16	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Amoxicillin/Clavulanic acid	AMC_ED20	AMC	Disk	EUCAST	MH	18	24	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Ampicillin	AMP_ED10	AMP	Disk	EUCAST	MH	16	22	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Amikacin	AMK_ED30	AMK	Disk	EUCAST	MH	19	26	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Aztreonam	ATM_ED30	ATM	Disk	EUCAST	MH	28	36	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Cefadroxil	CFR_ED30	CFR	Disk	EUCAST	MH	14	20	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Amoxicillin/Clavulanic acid	AMC_EM	AMC	MIC	EUCAST	MH	2	9	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Amikacin	AMK_EM	AMK	MIC	EUCAST	MH	0.5	4	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Ampicillin	AMP_EM	AMP	MIC	EUCAST	MH	2	9	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Amoxicillin	AMX_EM	AMX	MIC	EUCAST	MH	2	8	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Aztreonam	ATM_EM	ATM	MIC	EUCAST	MH	0.06	0.25	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Ceftaroline	CPT_EM	CPD	MIC	EUCAST	MH	0.03	0.125	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Cefpodoxime	CPD_ED10	CPD	Disk	EUCAST	MH	23	28	2021-01-01	2021-01-01	
EUCST	2020	atcc49766	Table 6	hin	Cefpodoxime	CPD_ED10	CPD	Disk	EUCAST	MHB+	30	36	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Cefpodoxime	CPD_EM	CPD	MIC	EUCAST	MHB	0.03	0.125	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Cefpodoxime	CPD_ED10	CPD	Disk	EUCAST	MHB	29	35	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Cefpodoxime	CPD_EM	CPD	MIC	EUCAST	MH	0.25	1	2021-01-01	2021-01-01	
EUCST	2020	atcc700603	Table 9	kpn	Ceftazidime/Avibactam	CZA_EM	CZA	MIC	EUCAST	MH	0.25	2	2021-01-01	2021-01-01	
EUCST	2020	atcc29213	Table 3	sau	Ceftaroline	CPT_EM	CPT	MIC	EUCAST	MH	0.12	0.5	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Ceftaroline	CPT_ED5	CPT	Disk	EUCAST	MH	24	30	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Ceftaroline	CPT_EM	CPT	MIC	EUCAST	MHB	0.008	0.32	2021-01-01	2021-01-01	
EUCST	2020	atcc700603	Table 9	kpn	Ceftazidime/Avibactam	CZA_ED10	CZA	Disk	EUCAST	MH	18	24	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Ceftriaxone	CRO_EM	CRO	MIC	EUCAST	MH	0.03	0.125	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Ceftriaxone	CRO_ED30	CRO	Disk	EUCAST	MH	29	35	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Ceftriaxone	CRO_EM	CRO	MIC	EUCAST	MHB	0.03	0.125	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Ceftriaxone	CRO_ED30	CRO	Disk	EUCAST	MHB	32	38	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Ceftibuten	CTB_EM	CTB	MIC	EUCAST	MH	0.12	0.5	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Ceftibuten	CTB_ED30	CTB	Disk	EUCAST	MH	27	35	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Cefotaxime	CTX_ED5	CTX	Disk	EUCAST	MH	25	31	2021-01-01	2021-01-01	
EUCST	2020	atcc49766	Table 6	hin	Cefotaxime	CTX_ED5	CTX	Disk	EUCAST	MHB+	29	37	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Cefotaxime	CTX_ED5	CTX	Disk	EUCAST	MHB	28	34	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Cefotaxime	CTX_EM	CTX	MIC	EUCAST	MH	0.03	0.125	2021-01-01	2021-01-01	
EUCST	2020	atcc700603	Table 9	kpn	Ceftolozane/Tazobactam	CZT_EM	CZT	MIC	EUCAST	MH	0.5	2	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Cefotaxime	CTX_EM	CTX	MIC	EUCAST	MHB	0.03	0.125	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Cefuroxime	CXM_ED30	CXM	Disk	EUCAST	MH	20	26	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Cefuroxime	CXM_EM	CXM	MIC	EUCAST	MH	2	8	2021-01-01	2021-01-01	
EUCST	2020	atcc49766	Table 6	hin	Cefuroxime	CXM_ED30	CXM	Disk	EUCAST	MHB+	26	34	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Cefuroxime	CXM_EM	CXM	MIC	EUCAST	MHB	0.25	1	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Cefuroxime	CXM_ED30	CXM	Disk	EUCAST	MHB	28	34	2021-01-01	2021-01-01	
EUCST	2020	atcc29213	Table 3	sau	Daptomycin	DAP_EM	DAP	MIC	EUCAST	MH	0.12	1	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Daptomycin	DAP_EM	DAP	MIC	EUCAST	MHB	0.06	0.5	2021-01-01	2021-01-01	
EUCST	2020	atcc29213	Table 3	sau	Doxycycline	DOX_EM	DOX	MIC	EUCAST	MH	0.12	0.5	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Doxycycline	DOX_EM	DOX	MIC	EUCAST	MHB	0.015	0.12	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Erythromycin	ERY_EM	ERY	MIC	EUCAST	MHB	0.03	0.125	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Erythromycin	ERY_ED15	ERY	Disk	EUCAST	MHB	26	32	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Eravacycline	ERV_EM	ERV	MIC	EUCAST	MH	0.03	0.125	2021-01-01	2021-01-01	
EUCST	2020	atcc27853	Table 2	pae	Meropenem/Vaborbactam	MEV_EM	MEV	MIC	EUCAST	MH	0.12	1	2021-01-01	2021-01-01	
EUCST	2020	atcc29213	Table 3	sau	Erythromycin	ERY_ED15	ERY	Disk	EUCAST	MH	23	29	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Eravacycline	ERV_EM	ERV	MIC	EUCAST	MHB	0.004	0.032	2021-01-01	2021-01-01	
EUCST	2020	atcc33560	Table 7	caj	Ciprofloxacin	CIP_ED5	CIP	Disk	EUCAST	MHB	34	42	2021-01-01	2021-01-01	
EUCST	2020	atcc33560	Table 7	caj	Erythromycin	ERY_ED15	ERY	Disk	EUCAST	MHB	27	35	2021-01-01	2021-01-01	
EUCST	2020	atcc29213	Table 3	sau	Erythromycin	ERY_EM	ERY	MIC	EUCAST	MH	0.25	1	2021-01-01	2021-01-01	
EUCST	2020	atcc49766	Table 6	hin	Erythromycin	ERY_ED15	ERY	Disk	EUCAST	MHB+	10	13	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Ertapenem	ETP_EM	ETP	MIC	EUCAST	MHB	0.03	0.25	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Ertapenem	ETP_ED10	ETP	Disk	EUCAST	MHB	28	34	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Ertapenem	ETP_EM	ETP	MIC	EUCAST	MH	0.004	0.01	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Ertapenem	ETP_ED10	ETP	Disk	EUCAST	MH	29	36	2021-01-01	2021-01-01	
EUCST	2020	atcc49766	Table 6	hin	Ertapenem	ETP_ED10	ETP	Disk	EUCAST	MHB+	27	33	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Cefepime	FEP_ED30	FEP	Disk	EUCAST	MH	31	37	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Cefepime	FEP_EM	FEP	MIC	EUCAST	MH	0.015	0.125	2021-01-01	2021-01-01	
EUCST	2020	atcc27853	Table 2	pae	Cefepime	FEP_ED30	FEP	Disk	EUCAST	MH	24	30	2021-01-01	2021-01-01	
EUCST	2020	atcc49766	Table 6	hin	Cefepime	FEP_ED30	FEP	Disk	EUCAST	MHB+	30	36	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Cefepime	FEP_ED30	FEP	Disk	EUCAST	MHB	31	37	2021-01-01	2021-01-01	
EUCST	2020	atcc27853	Table 2	pae	Cefepime	FEP_EM	FEP	MIC	EUCAST	MH	1	8	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Cefepime	FEP_EM	FEP	MIC	EUCAST	MHB	0.03	0.25	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Cefixime	CFM_EM	CFM	MIC	EUCAST	MH	0.25	1	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Fosfomycin	FOS_EM	FOS	MIC	EUCAST	MH	0.5	2	2021-01-01	2021-01-01	
EUCST	2020	atcc27853	Table 2	pae	Fosfomycin	FOS_EM	FOS	MIC	EUCAST	MH	2	8	2021-01-01	2021-01-01	
EUCST	2020	atcc29213	Table 3	sau	Fosfomycin	FOS_EM	FOS	MIC	EUCAST	MH	0.5	4	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Cefoxitin	FOX_ED30	FOX	Disk	EUCAST	MH	23	29	2021-01-01	2021-01-01	
EUCST	2020	atcc29213	Table 3	sau	Ceftaroline	CPT_ED5	FOX	Disk	EUCAST	MH	24	30	2021-01-01	2021-01-01	
EUCST	2020	nctc12493	Table 13	sau	Cefoxitin	FOX_ED	FOX	Disk	EUCAST	MH	14	20	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Cefoxitin	FOX_EM	FOX	MIC	EUCAST	MH	2	8	2021-01-01	2021-01-01	
EUCST	2020	atcc29213	Table 3	sau	Cefoxitin	FOX_EM	FOX	MIC	EUCAST	MH	1	4	2021-01-01	2021-01-01	
EUCST	2020	atcc29213	Table 3	sau	Cefoxitin	FOX_ED30	FOX	Disk	EUCAST	MH	24	30	2021-01-01	2021-01-01	
EUCST	2020	atcc29213	Table 3	sau	Fusidic acid	FUS_ED10	FUS	Disk	EUCAST	MH	26	32	2021-01-01	2021-01-01	
EUCST	2020	atcc29213	Table 3	sau	Fusidic acid	FUS_EM	FUS	MIC	EUCAST	MH	0.06	0.25	2021-01-01	2021-01-01	
EUCST	2020	atcc29212	Table 4	efa	Gentamicin	GEN_ED30	GEN	Disk	EUCAST	MH	12	18	2021-01-01	2021-01-01	
EUCST	2020	atcc29212	Table 4	efa	Gentamicin	GEN_EM	GEN	MIC	EUCAST	MH	4	16	2021-01-01	2021-01-01	
EUCST	2020	atcc51299	Table 15	efa	Gentamicin	GEN_ED30	GEN	Disk	EUCAST	MH	6	6	2021-01-01	2021-01-01	
EUCST	2020	atcc29213	Table 3	sau	Gentamicin	GEN_ED10	GEN	Disk	EUCAST	MH	19	25	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Gentamicin	GEN_EM	GEN	MIC	EUCAST	MH	0.25	1	2021-01-01	2021-01-01	
EUCST	2020	atcc27853	Table 2	pae	Gentamicin	GEN_ED10	GEN	Disk	EUCAST	MH	16	21	2021-01-01	2021-01-01	
EUCST	2020	atcc27853	Table 2	pae	Gentamicin	GEN_EM	GEN	MIC	EUCAST	MH	0.5	2	2021-01-01	2021-01-01	
EUCST	2020	atcc25922	Table 1	eco	Gentamicin	GEN_ED10	GEN	Disk	EUCAST	MH	19	26	2021-01-01	2021-01-01	
EUCST	2020	atcc29213	Table 3	sau	Gentamicin	GEN_EM	GEN	MIC	EUCAST	MH	0.12	1	2021-01-01	2021-01-01	
EUCST	2020	atcc49619	Table 5	spn	Imipenem	IPM_ED10	IPM	Disk	EUCAST	MHB	34	42	2021-01-01	2021-01-01	
