WHONET_ORG_CODE	ORGANISM	TAXONOMIC_STATUS	COMMON	ORGANISM_TYPE	ANAEROBE	MORPHOLOGY	SUBKINGDOM_CODE	FAMILY_CODE	GENUS_GROUP	GENUS_CODE	SPECIES_GROUP	SEROVAR_GROUP	MSF_GRP_CLIN	SCT_CODE	SCT_TEXT	DWC_TAXON_ID	DWC_TAXONOMIC_STATUS	GBIF_TAXON_ID	GBIF_DATASET_ID	GBIF_TAXONOMIC_STATUS	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS
c63	CDC Enteric Group 63	O		-			-									NZ6V	ACCEPTED	3221732	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buttiauxella
c64	CDC Enteric Group 64	O		-			-									NZ6W	ACCEPTED	3221734	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buttiauxella
c68	CDC Enteric Group 68	C		-			-						OTH													
c69	CDC Enteric Group 69	C		-			-						OTH													
c59	Buttiauxella noackiae	C		-			-			BUA			OTH	114261007	Buttiauxella noackiae	NZ6Y	ACCEPTED	3221729	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buttiauxella
c63	Buttiauxella ferragutiae	C		-			-			BUA			OTH			NZ6V	ACCEPTED	3221732	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buttiauxella
c64	Buttiauxella gaviniae	C		-			-			BUA			OTH			NZ6W	ACCEPTED	3221734	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buttiauxella
kor	Klebsiella Enteric Group 47	O		-			-	EBC		KL-			KLER	416832000	Raoultella ornithinolytica											
kor	Raoultella ornithinolytica	C		-			-	EBC		RAO			KLER	416832000	Raoultella ornithinolytica	4RJDA	ACCEPTED	3221736	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella
cap	CDC DF-1	O		-			-			CAP				116387007	Capnocytophaga species											
ccm	CDC DF-2	O		-			-			CAP				113529004	Capnocytophaga canimorsus											
ccy	CDC DF-2-like	O		-			-			CAP				113530009	Capnocytophaga cynodegmi											
c4d	CDC EF-1	O		-			-		NFR	PS-				58373001	"""Legionella longbeachae, serogroup 2"""											
vho	CDC EF-13	O		-			-			VI-				7064002	Vibrio hollisae											
ctg	CDC EF-19	O		-			-		NFR	COM				81829007	Comamonas terrigena											
ccn	CDC EF-22	O		a	X					CAM				35408001	Campylobacter											
e26	CDC EF-26	O		-			-			BD-				131220003	Bordetella species											
vvu	CDC EF-3	O		-			-			VI-				55905000	Vibrio vulnificus											
ef4	CDC EF-4	O		-			-			PAS				116403009	Centers for Disease Control and Prevention (CDC) group EF-4											
pdm	CDC EF-5	O		-			-			PHB				387799003	Photobacterium damselae subspecies damselae											
vfl	CDC EF-6	O		-			-			VI-				43199008	Vibrio fluvialis											
tpt	CDC EF-9	O		-			-	EBC		TAT				1546007	Tatumella ptyseos											
cd3	CDC DF-3	O		-			-							113535004	Dysgonic fermenter DF-3 group	389CJ	ACCEPTED	3228343	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas
cd3	Dysgonomonas capnocytophagoides	C		-			-			DYS			OTH	113535004	Dysgonic fermenter DF-3 group	389CJ	ACCEPTED	3228343	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas
e4a	CDC EF-4a	C		-			-						OTH	116404003	Centers for Disease Control and Prevention (CDC) group EF-4a (organism)											
e4b	CDC EF-4b	C		-			-						OTH	116405002	Centers for Disease Control and Prevention (CDC) group EF-4b (organism)											
pce	CDC EO-1	O		-			-		NFR	BUK				113669008	Burkholderia cepacia											
eo2	CDC EO-2	O		-			-			PCU				415033004	Paracoccus yeei											
ecr	CDC HB-1	O		-			-			EIK	HAK			52591004	Eikenella corrodens											
hap	CDC HB-2	O		-			-			HA-			HAEP	46143000	Haemophilus aphrophilus											
hac	CDC HB-3	O		-			-			AGT	HAK			113766007	Haemophilus actinomycetemcomitans											
hac	CDC HB-4	O		-			-			AGT	HAK			113766007	Haemophilus actinomycetemcomitans											
pbe	CDC HB-5	O		-			-			PAS				113902004	Pasteurella bettyae											
pma	CDC I	O		-			-		NFR	STE				113697002	Stenotrophomonas maltophilia											
pdi	CDC Ia	O		-			-		NFR	BRV				113689009	Brevundimonas diminuta											
spf	CDC Ib-1	O		-			-		NFR	SHE				113700003	Shewanella putrefaciens											
spf	CDC Ib-2	O		-			-		NFR	SHE				113700003	Shewanella putrefaciens											
fme	CDC IIa	O		-			-		NFR	CHB				425774009	Elizabethkingia meningoseptica											
fin	CDC IIb	O		-			-		NFR	CHB				113549008	Chryseobacterium indologenes											
c2c	CDC IIc	O		-			-		NFR	FLA				18986002	Flavobacterium											
cho	CDC IId	O		-			-			CAR	HAK			7333005	Cardiobacterium hominis											
c2e	CDC IIe	O		-			-		NFR	FLA				18986002	Flavobacterium											
wvi	CDC IIf	O		-			-		NFR	WEE				83326004	Weeksella virosa											
c2h	CDC IIh	O		-			-		NFR	FLA				18986002	Flavobacterium											
c2i	CDC IIi	O		-			-		NFR	FLA				18986002	Flavobacterium											
axy	CDC IIIa	O		-			-		NFR	ALC				413415000	Achromobacter xylosoxidans xylosoxidans											
axy	CDC IIIb	O		-			-		NFR	ALC				413415000	Achromobacter xylosoxidans xylosoxidans											
wzo	CDC IIj	O		-			-		NFR	BER				113718000	Bergeyella zoohelcum											
spa	CDC IIk-1	O		-			-		NFR	SPH				243350004	Sphingomonas paucimobilis											
sml	CDC IIk-2	O		-			-		NFR	SPB				51595006	Sphingobacterium multivorum											
ssv	CDC IIk-3	O		-			-		NFR	SPB				61675006	Sphingobacterium spiritivorum											
bbr	CDC IVa	O		-			-			BD-				10620008	Bordetella bronchiseptica											
bpa	CDC IVb	O		-			-			BD-				26183002	Bordetella parapertussis											
c4c	CDC IVc	O		-			-		NFR	RAL				429465001	Cupriavidus pauculus											
c4d	CDC IVd	O		-			-		NFR	PS-				58373001	"""Legionella longbeachae, serogroup 2"""											
oul	CDC IVe	O		-			-		NFR	OLI				11309009	Oligella ureolytica											
kki	CDC M-1	O		-			-			KIN	HAK			90422000	Kingella kingae											
mpp	CDC M-2	O		-			-		NFR	MO-				36361003	Moraxella											
mat	CDC M-3	O		-			-		NFR	MO-				47491001	Moraxella atlantae											
our	CDC M-4	O		-			-		NFR	OLI				90341001	Oligella urethralis											
fod	CDC M-4f	O		-			-		NFR	MYR				113558001	Myroides odoratus											
nwe	CDC M-5	O		-			-			NE-				113894007	Neisseria weaveri											
nni	CDC M-6	O		-			-			NE-				113895008	Neisseria elongata ss nitroreducens											
bhm	CDC NO-2	O		-			-			BD-				116035000	Bordetella holmesii											
kde	CDC TM-1	O		-			-			KIN	HAK			78676004	Kingella denitrificans											
ppi	CDC Va-1	O		-			-		NFR	RAL				114053008	Ralstonia picketti											
ppi	CDC Va-2	O		-			-		NFR	RAL				114053008	Ralstonia picketti											
ppi	CDC Va-3	O		-			-		NFR	RAL				114053008	Ralstonia picketti											
psz	CDC Vb-1	O		-			-		NFR	PS-				58024003	Pseudomonas stutzeri											
pme	CDC Vb-2	O		-			-		NFR	PS-				59419001	Pseudomonas mendocina											
cvb	CDC Vb-3	C		-			-		NFR	PS-				58024003	Pseudomonas stutzeri											
ade	CDC Vc	O		-			-		NFR	ALC				413414001	Achromobacter denitrificans											
oan	CDC Vd-1	O		-			-		NFR	OCH				116490002	Ochrobactrum anthropi											
oan	CDC Vd-2	O		-			-		NFR	OCH				116490002	Ochrobactrum anthropi											
atu	CDC Vd-3	O		-			-		NFR	AGR				415303003	Rhizobium											
clt	CDC Ve-1	O		-			-		NFR	PS-				33919008	Chryseomonas luteola											
for	CDC Ve-2	O		-			-			FLV				113931000	Pseudomonas oryzihabitans											
afa	CDC VI	O		-			-		NFR	ALC				25223004	Alcaligenes fecalis											
eo3	CDC EO-3	C		-			-						OTH	413796004	Centers for Disease Control and Prevention (CDC) group EO-3 (organism)											
4c2	CDC IVc-2	C		-			-						OTH	127534000	Centers for Disease Control and Prevention (CDC) group IVc-2 (organism)											
ef4	Pasteurella-like (CDC EF-4)	C		-			-			PAS			OTH	116403009	Centers for Disease Control and Prevention (CDC) group EF-4											
ce3	Cedecea sp. 3	C		-			-	EBC		CED			OTH	243292007	Cedecea species 3											
cnt	Cedecea sp. 4	O		-			-	EBC		CED				83767006	Cedecea neteri											
ce5	Cedecea sp. 5	C		-			-	EBC		CED			OTH	243293002	Cedecea species 5											
g51	Salmonella Group 51 (O:51)	C		-			-	EBC		SAL		XTP	NTSS	114928007	"""Salmonella II 51:-:1,7"""	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g52	Salmonella Group 52 (O:52)	C		-			-	EBC		SAL		XTP	NTSS	68821008	Salmonella II 52:c:k	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g53	Salmonella Group 53 (O:53)	C		-			-	EBC		SAL		XTP	NTSS	16981003	"""Salmonella II 53:c:1,5"""	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g54	Salmonella Group 54 (O:54)	C		-			-	EBC		SAL		XTP	NTSS	105769007	Salmonella group O:54	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g55	Salmonella Group 55 (O:55)	C		-			-	EBC		SAL		XTP	NTSS	114960004	Salmonella II 55:k:z39	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g56	Salmonella Group 56 (O:56)	C		-			-	EBC		SAL		XTP	NTSS	6272001	Salmonella II 56:b-	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g57	Salmonella Group 57 (O:57)	C		-			-	EBC		SAL		XTP	NTSS	57475009	Salmonella II 57:a:z42	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g58	Salmonella Group 58 (O:58)	C		-			-	EBC		SAL		XTP	NTSS	16168006	Salmonella II 58:a:(z6)	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g59	Salmonella Group 59 (O:59)	C		-			-	EBC		SAL		XTP	NTSS	114381005	Salmonella II 59:k:(z)	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g60	Salmonella Group 60 (O:60)	C		-			-	EBC		SAL		XTP	NTSS	114984007	Salmonella II 60:b:-	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g61	Salmonella Group 61 (O:61)	C		-			-	EBC		SAL		XTP	NTSS	398339003	Salmonella IIIb 61:(k):z53	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g62	Salmonella Group 62 (O:62)	C		-			-	EBC		SAL		XTP	NTSS	114993008	Salmonella IIIa 62:g:z51:-	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g63	Salmonella Group 63 (O:63)	C		-			-	EBC		SAL		XTP	NTSS	398363006	Salmonella IIIa 63:g:z51:-	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g64	Salmonella Group 64 (O:64)	C		-			-	EBC		SAL		XTP	NTSS	372342007	Salmonella species	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g65	Salmonella Group 65 (O:65)	C		-			-	EBC		SAL		XTP	NTSS	114995001	"""Salmonella II 65:-:1,6"""	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g66	Salmonella Group 66 (O:66)	C		-			-	EBC		SAL		XTP	NTSS	115000007	Salmonella V 66:z35:-	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g67	Salmonella Group 67 (O:67)	C		-			-	EBC		SAL		XTP	NTSS	105781006	Salmonella group O:67	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gra	Salmonella Group A (O:2)	C		-			-	EBC		SAL		XTP	NTSS	105731002	Salmonella Group A	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grb	Salmonella Group B (O:4)	C		-			-	EBC		SAL		XTP	NTSS	116049009	"""Salmonella serotype B, :-:1,2"""	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grc	Salmonella Group C (C1-C4, C2-C3)	C		-			-	EBC		SAL		XTP	NTSS	116048001	"""Salmonella, serogroup C"""	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gc1	Salmonella Group C1 (O:7)	C		-			-	EBC		SAL		XTP	NTSS	116377008	"""Salmonella serotype C1,7:l,w:-"""	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gc2	Salmonella Group C2 (O:6,8)	C		-			-	EBC		SAL		XTP	NTSS	131284005	"""Salmonella serotype C2,6,8:eh:-"""	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gc3	Salmonella Group C3 (O:8)	C		-			-	EBC		SAL		XTP	NTSS	105735006	Salmonella Group C3	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gc4	Salmonella Group C4 (O:7,14)	C		-			-	EBC		SAL		XTP	NTSS	302630001	Salmonella group C1 and C4	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grd	Salmonella Group D (D1, D2, D3)	C		-			-	EBC		SAL		XTP	NTSS	115408009	"""Salmonella, serogroup D"""	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gd1	Salmonella Group D1 (O:9)	C		-			-	EBC		SAL		XTP	NTSS	105737003	Salmonella Group D1	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gd2	Salmonella Group D2 (O:9,46)	C		-			-	EBC		SAL		XTP	NTSS	105738008	Salmonella Group D2	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gd3	Salmonella Group D3 (O:9,46,27)	C		-			-	EBC		SAL		XTP	NTSS	105739000	Salmonella Group D3	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gre	Salmonella Group E (E1-E2-E3)	C		-			-	EBC		SAL		XTP	NTSS	115409001	"""Salmonella, serogroup E"""	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
ge1	Salmonella Group E1 (O:3,10)	C		-			-	EBC		SAL		XTP	NTSS	105740003	Salmonella Group E1	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
ge2	Salmonella Group E2 (O:3,15)	C		-			-	EBC		SAL		XTP	NTSS	302682004	Salmonella Group E2	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
ge3	Salmonella Group E3 (O:3,15,14)	C		-			-	EBC		SAL		XTP	NTSS	302685002	Salmonella Group E3	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
ge4	Salmonella Group E4 (O:1,3,19)	C		-			-	EBC		SAL		XTP	NTSS	105743001	Salmonella Group E4	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grf	Salmonella Group F (O:11)	C		-			-	EBC		SAL		XTP	NTSS	27268008	Salmonella	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grg	Salmonella Group G (O:13) (G1-G2)	C		-			-	EBC		SAL		XTP	NTSS	115410006	"""Salmonella, serogroup G"""	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gg1	Salmonella Group G1 (O:13,22)	C		-			-	EBC		SAL		XTP	NTSS	116019007	Salmonella group G	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gg2	Salmonella Group G2 (O:13,23)	C		-			-	EBC		SAL		XTP	NTSS	116019007	Salmonella group G	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grh	Salmonella Group H (O:6,14)	C		-			-	EBC		SAL		XTP	NTSS	105747000	Salmonella Group H	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gri	Salmonella Group I (O:16)	C		-			-	EBC		SAL		XTP	NTSS	105748005	Salmonella Group I	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grj	Salmonella Group J (O:17)	C		-			-	EBC		SAL		XTP	NTSS	105749002	Salmonella Group J	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grk	Salmonella Group K (O:18)	C		-			-	EBC		SAL		XTP	NTSS	105750002	Salmonella Group K	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grl	Salmonella Group L (O:21)	C		-			-	EBC		SAL		XTP	NTSS	105751003	Salmonella Group L	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grm	Salmonella Group M (O:28)	C		-			-	EBC		SAL		XTP	NTSS	105752005	Salmonella Group M	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grn	Salmonella Group N (O:30)	C		-			-	EBC		SAL		XTP	NTSS	105753000	Salmonella Group N	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gro	Salmonella Group O (O:35)	C		-			-	EBC		SAL		XTP	NTSS	398547002	"""Salmonella group O:1,3,19"""	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grp	Salmonella Group P (O:38)	C		-			-	EBC		SAL		XTP	NTSS	105755007	Salmonella Group P	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grq	Salmonella Group Q (O:39)	C		-			-	EBC		SAL		XTP	NTSS	105756008	Salmonella Group Q	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grr	Salmonella Group R (O:40)	C		-			-	EBC		SAL		XTP	NTSS	105757004	Salmonella Group R	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grs	Salmonella Group S (O:41)	C		-			-	EBC		SAL		XTP	NTSS	105758009	Salmonella Group S	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grt	Salmonella Group T (O:42)	C		-			-	EBC		SAL		XTP	NTSS	105759001	Salmonella Group T	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gru	Salmonella Group U (O:43)	C		-			-	EBC		SAL		XTP	NTSS	105760006	Salmonella Group U	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grv	Salmonella Group V (O:44)	C		-			-	EBC		SAL		XTP	NTSS	105761005	Salmonella Group V	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grw	Salmonella Group W (O:45)	C		-			-	EBC		SAL		XTP	NTSS	105762003	Salmonella Group W	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grx	Salmonella Group X (O:47)	C		-			-	EBC		SAL		XTP	NTSS	105763008	Salmonella Group X	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gry	Salmonella Group Y (O:48)	C		-			-	EBC		SAL		XTP	NTSS	105764002	Salmonella Group Y	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grz	Salmonella Group Z (O:50)	C		-			-	EBC		SAL		XTP	NTSS	105765001	Salmonella Group Z	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
shr	Salmonella Hadar	C		-			-	EBC		SAL		XTP	NTSS	49491006	Salmonella Hadar	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
shg	Salmonella Heidelberg	C		-			-	EBC		SAL		XTP	NTSS	71865006	Salmonella Heidelberg	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sac	Salmonella Hirschfeldii (S. Paratyphi C)	O		-			-	EBC		SAL				32488009	Salmonella Paratyphi C	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
ind	Salmonella Indiana	C		-			-	EBC		SAL		XTP	NTSS	12278000	Salmonella Indiana	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
